OBJECTID_1,NVRID,NAMN,SKYDDSTYP,BESLSTATUS,URSBESLDAT,IKRAFTDATF,URSGALLDAT,SENGALLDAT,TILLSYNSMH,PROVNMHDIS,PROVNMHTIL,LAN,KOMMUN,IUCNKAT,FORVALTARE,AREA_HA,LAND_HA,VATTEN_HA,SKOG_HA,GEOSTATUS,DIARIENR,LAGRUM,BESLMYND,Shape_Leng,Shape_Le_1,OBJECTID,Shape_Le_2,MERGE_SRC,Shape_Length,Shape_Area
273, ,Nordre älvs estuarium,SCI, ,,,,2004-12-01 0:00:00, , , ,Västra Götalands län,"Öckerö, Göteborg, Kungälv", , ,7085.3,0,0,0, , , , ,65699.00633,0, ,65699.00633,MPAs_Sverige_Okt_2023,65699.00633,70852681.77
274, ,Nordvästra Skånes havsområde,SCI, ,,,,2017-12-01 0:00:00, , , ,Skåne län,"Höganäs, Helsingborg, Ängelholm, Båstad", , ,134240.8,0,0,0, , , , ,246610.283,0, ,246610.283,MPAs_Sverige_Okt_2023,246610.283,1342408102
275, ,Norr-Äspen,SCI, ,,,,2005-01-01 0:00:00, , , ,Norrbottens län,Luleå, , ,581.6,0,0,0, , , , ,11034.8726,0, ,11034.8726,MPAs_Sverige_Okt_2023,11034.8726,5816161.681
276, ,Norrpada,SCI, ,,,,2005-01-01 0:00:00, , , ,Stockholms län,Norrtälje, , ,32.2,0,0,0, , , , ,10266.33423,0, ,10266.33423,MPAs_Sverige_Okt_2023,10266.33423,322279.2739
277, ,Närsholmen,SCI, ,,,,2005-01-01 0:00:00, , , ,Gotlands län,Gotland, , ,415,0,0,0, , , , ,8425.28864,0, ,8425.28864,MPAs_Sverige_Okt_2023,8425.28864,4149791.379
278, ,Näsrevet,SCI, ,,,,2005-01-01 0:00:00, , , ,Gotlands län,Gotland, , ,95,0,0,0, , , , ,6822.45177,0, ,6822.45177,MPAs_Sverige_Okt_2023,6822.45177,949668.2783
279, ,Näverkärr,SCI, ,,,,2005-01-01 0:00:00, , , ,Västra Götalands län,Lysekil, , ,234.6,0,0,0, , , , ,9392.676526,0, ,9392.676526,MPAs_Sverige_Okt_2023,9392.676526,2346148.947
280, ,Orarna,SCI, ,,,,2005-01-01 0:00:00, , , ,Gävleborgs län,Gävle, , ,701.5,0,0,0, , , , ,10568.5738,0, ,10568.5738,MPAs_Sverige_Okt_2023,10568.5738,7014602.908
281, ,Ostnäs,SCI, ,,,,2005-01-01 0:00:00, , , ,Västerbottens län,Umeå, , ,857.7,0,0,0, , , , ,14945.90224,0, ,14945.90224,MPAs_Sverige_Okt_2023,14945.90224,8577000.536
282, ,Ottenby NR,SCI, ,,,,2004-12-01 0:00:00, , , ,Kalmar län,Mörbylånga, , ,2391.4,0,0,0, , , , ,27229.57497,0, ,27229.57497,MPAs_Sverige_Okt_2023,27229.57497,23913772.35
283, ,Pater Noster-skärgården,SCI, ,,,,2004-12-01 0:00:00, , , ,Västra Götalands län,Tjörn, , ,2415.8,0,0,0, , , , ,20703.855,0, ,20703.855,MPAs_Sverige_Okt_2023,20703.855,24158433.61
284, ,Patta Peken,SCI, ,,,,2005-01-01 0:00:00, , , ,Norrbottens län,Piteå, , ,1891.6,0,0,0, , , , ,21789.04907,0, ,21789.04907,MPAs_Sverige_Okt_2023,21789.04907,18916371.1
285, ,Persö,SCI, ,,,,2005-01-01 0:00:00, , , ,Södermanlands län,Trosa, , ,9.9,0,0,0, , , , ,2188.676073,0, ,2188.676073,MPAs_Sverige_Okt_2023,2188.676073,99338.19235
286, ,Pukaviksbukten,SCI, ,,,,2004-12-01 0:00:00, , , ,Blekinge län,"Karlshamn, Sölvesborg", , ,8864.8,0,0,0, , , , ,134806.2343,0, ,134806.2343,MPAs_Sverige_Okt_2023,134806.2343,88647812.7
287, ,Ramnö- och Utsättersfjärden,SCI, ,,,,2005-01-01 0:00:00, , , ,Östergötlands län,Norrköping, , ,118.2,0,0,0, , , , ,7876.912106,0, ,7876.912106,MPAs_Sverige_Okt_2023,7876.912106,1181638.048
288, ,Ramsvikslandet,SCI, ,,,,2005-01-01 0:00:00, , , ,Västra Götalands län,Sotenäs, , ,851.1,0,0,0, , , , ,24420.93336,0, ,24420.93336,MPAs_Sverige_Okt_2023,24420.93336,8511080.505
289, ,Rataskär,SCI, ,,,,2005-01-01 0:00:00, , , ,Västerbottens län,Robertsfors, , ,93.2,0,0,0, , , , ,4011.265113,0, ,4011.265113,MPAs_Sverige_Okt_2023,4011.265113,931717.9284
290, ,Ravlunda skjutfält,SCI, ,,,,2004-12-01 0:00:00, , , ,Skåne län,"Simrishamn, Kristianstad", , ,861.3,0,0,0, , , , ,22810.33328,0, ,22810.33328,MPAs_Sverige_Okt_2023,22810.33328,8612845.297
291, ,Riddersholm,SCI, ,,,,2005-01-01 0:00:00, , , ,Stockholms län,Norrtälje, , ,614.5,0,0,0, , , , ,17414.4235,0, ,17414.4235,MPAs_Sverige_Okt_2023,17414.4235,6145036.166
292, ,Riekkola,SCI, ,,,,2005-01-01 0:00:00, , , ,Norrbottens län,Haparanda, , ,10.9,0,0,0, , , , ,1981.540541,0, ,1981.540541,MPAs_Sverige_Okt_2023,1981.540541,108995.98
293, ,Riekkola-Välivaara,SCI, ,,,,2005-01-01 0:00:00, , , ,Norrbottens län,Haparanda, , ,95.2,0,0,0, , , , ,5895.504146,0, ,5895.504146,MPAs_Sverige_Okt_2023,5895.504146,952166.5071
294, ,Rinkaby skjutfält,SCI, ,,,,2004-12-01 0:00:00, , , ,Skåne län,Kristianstad, , ,775.4,0,0,0, , , , ,16811.89863,0, ,16811.89863,MPAs_Sverige_Okt_2023,16811.89863,7753727.031
295, ,Rävsten,SCI, ,,,,2005-01-01 0:00:00, , , ,Uppsala län,Östhammar, , ,61.3,0,0,0, , , , ,3807.373592,0, ,3807.373592,MPAs_Sverige_Okt_2023,3807.373592,613017.3098
296, ,Rågö,SCI, ,,,,2005-01-01 0:00:00, , , ,Södermanlands län,Nyköping, , ,1559.6,0,0,0, , , , ,18529.01298,0, ,18529.01298,MPAs_Sverige_Okt_2023,18529.01298,15596026.99
297, ,Rågö (Västerviks skärgård),SCI, ,,,,2005-01-01 0:00:00, , , ,Kalmar län,Västervik, , ,875,0,0,0, , , , ,16288.1755,0, ,16288.1755,MPAs_Sverige_Okt_2023,16288.1755,8749922.564
298, ,Rånefjärden,SCI, ,,,,2005-01-01 0:00:00, , , ,Norrbottens län,Luleå, , ,5703.3,0,0,0, , , , ,61322.82095,0, ,61322.82095,MPAs_Sverige_Okt_2023,61322.82095,57033277.76
299, ,Rånö Ängsholme,SCI, ,,,,2005-01-01 0:00:00, , , ,Stockholms län,Haninge, , ,54.5,0,0,0, , , , ,3460.878332,0, ,3460.878332,MPAs_Sverige_Okt_2023,3460.878332,544536.1608
300, ,Rödkallen-SörÄspen,SCI, ,,,,2005-01-01 0:00:00, , , ,Norrbottens län,Luleå, , ,7087.8,0,0,0, , , , ,36735.51074,0, ,36735.51074,MPAs_Sverige_Okt_2023,36735.51074,70878385.15
301, ,Röjtingssundet,SCI, ,,,,2005-01-01 0:00:00, , , ,Västerbottens län,Skellefteå, , ,6.8,0,0,0, , , , ,1589.459032,0, ,1589.459032,MPAs_Sverige_Okt_2023,1589.459032,67797.27287
302, ,Samnäsfjärden,SCI, ,,,,2005-01-01 0:00:00, , , ,Stockholms län,Norrtälje, , ,385.8,0,0,0, , , , ,8495.929439,0, ,8495.929439,MPAs_Sverige_Okt_2023,8495.929439,3857539.54
303, ,Sandemar,SCI, ,,,,2005-01-01 0:00:00, , , ,Stockholms län,Haninge, , ,389.9,0,0,0, , , , ,12204.02437,0, ,12204.02437,MPAs_Sverige_Okt_2023,12204.02437,3899012.027
304, ,Sandhammaren-Kåseberga,SCI, ,,,,2004-12-01 0:00:00, , , ,Skåne län,Ystad, , ,1252.8,0,0,0, , , , ,38736.68119,0, ,38736.68119,MPAs_Sverige_Okt_2023,38736.68119,12528072.45
305, ,Sandhamn,SCI, ,,,,2004-12-01 0:00:00, , , ,Blekinge län,Karlskrona, , ,26.8,0,0,0, , , , ,3027.492889,0, ,3027.492889,MPAs_Sverige_Okt_2023,3027.492889,267901.4548
306, ,Sandviken,SCI, ,,,,2005-01-01 0:00:00, , , ,Gotlands län,Gotland, , ,23.5,0,0,0, , , , ,1980.184792,0, ,1980.184792,MPAs_Sverige_Okt_2023,1980.184792,234936.7918
307, ,Sankt Anna och Gryts skärgårdar,SCI, ,,,,2005-01-01 0:00:00, , , ,Östergötlands län,"Valdemarsvik, Söderköping", , ,12884.1,0,0,0, , , , ,296645.7376,0, ,296645.7376,MPAs_Sverige_Okt_2023,296645.7376,128840935
308, ,Sannäsfjorden,SCI, ,,,,2005-01-01 0:00:00, , , ,Västra Götalands län,Tanum, , ,435.1,0,0,0, , , , ,34451.012,0, ,34451.012,MPAs_Sverige_Okt_2023,34451.012,4350574.645
309, ,Sarvenkataja,SCI, ,,,,2005-01-01 0:00:00, , , ,Norrbottens län,Haparanda, , ,67.2,0,0,0, , , , ,3290.630266,0, ,3290.630266,MPAs_Sverige_Okt_2023,3290.630266,671759.504
310, ,Saxåns mynning-Järavallen,SCI, ,,,,2004-12-01 0:00:00, , , ,Skåne län,"Landskrona, Kävlinge", , ,1956.6,0,0,0, , , , ,29463.40444,0, ,29463.40444,MPAs_Sverige_Okt_2023,29463.40444,19565954.52
311, ,Segersgärde,SCI, ,,,,2005-01-01 0:00:00, , , ,Kalmar län,Västervik, , ,552.6,0,0,0, , , , ,14280.91016,0, ,14280.91016,MPAs_Sverige_Okt_2023,14280.91016,5526153.575
312, ,Senora Svenö,SCI, ,,,,2004-12-01 0:00:00, , , ,Blekinge län,Karlskrona, , ,87.8,0,0,0, , , , ,4163.079249,0, ,4163.079249,MPAs_Sverige_Okt_2023,4163.079249,877968.4534
313, ,Sikören,SCI, ,,,,2005-01-01 0:00:00, , , ,Norrbottens län,Luleå, , ,170.9,0,0,0, , , , ,5709.254278,0, ,5709.254278,MPAs_Sverige_Okt_2023,5709.254278,1709319.637
314, ,Sillnäs,SCI, ,,,,2004-12-01 0:00:00, , , ,Blekinge län,Sölvesborg, , ,118,0,0,0, , , , ,5658.04995,0, ,5658.04995,MPAs_Sverige_Okt_2023,5658.04995,1179558.42
315, ,Skallön,SCI, ,,,,2005-01-01 0:00:00, , , ,Västerbottens län,Skellefteå, , ,371.2,0,0,0, , , , ,9141.562259,0, ,9141.562259,MPAs_Sverige_Okt_2023,9141.562259,3711853.619
316, ,Skaten-Rångsen,SCI, ,,,,2005-01-01 0:00:00, , , ,Uppsala län,"Tierp, Östhammar", , ,2232.2,0,0,0, , , , ,25983.06793,0, ,25983.06793,MPAs_Sverige_Okt_2023,25983.06793,22321808.79
317, ,Skeppsviksskärgården,SCI, ,,,,2005-01-01 0:00:00, , , ,Västerbottens län,Umeå, , ,790.9,0,0,0, , , , ,19748.34584,0, ,19748.34584,MPAs_Sverige_Okt_2023,19748.34584,7909125.261
318, ,Skäldervikens östra klippkust,SCI, ,,,,2004-12-01 0:00:00, , , ,Skåne län,Höganäs, , ,143.1,0,0,0, , , , ,17924.17263,0, ,17924.17263,MPAs_Sverige_Okt_2023,17924.17263,1430569.233
319, ,Skärgårdsreservaten,SCI, ,,,,2005-01-01 0:00:00, , , ,Södermanlands län,"Nyköping, Trosa", , ,8811.1,0,0,0, , , , ,87277.41957,0, ,87277.41957,MPAs_Sverige_Okt_2023,87277.41957,88111356.21
320, ,Skärva,SCI, ,,,,2004-12-01 0:00:00, , , ,Blekinge län,Karlskrona, , ,234.4,0,0,0, , , , ,10167.73475,0, ,10167.73475,MPAs_Sverige_Okt_2023,10167.73475,2343754.848
321, ,Slada,SCI, ,,,,2005-01-01 0:00:00, , , ,Uppsala län,Tierp, , ,871.7,0,0,0, , , , ,30160.30632,0, ,30160.30632,MPAs_Sverige_Okt_2023,30160.30632,8716771.632
322, ,Sladö-Äskeskär,SCI, ,,,,2005-01-01 0:00:00, , , ,Kalmar län,Västervik, , ,2001.1,0,0,0, , , , ,25543.63286,0, ,25543.63286,MPAs_Sverige_Okt_2023,25543.63286,20010635.78
323, ,Snöanskärgården,SCI, ,,,,2005-01-01 0:00:00, , , ,Västerbottens län,Umeå, , ,5654,0,0,0, , , , ,31874.44764,0, ,31874.44764,MPAs_Sverige_Okt_2023,31874.44764,56539586.4
324, ,Sonekulla,SCI, ,,,,2004-12-01 0:00:00, , , ,Blekinge län,Ronneby, , ,62.4,0,0,0, , , , ,5067.298161,0, ,5067.298161,MPAs_Sverige_Okt_2023,5067.298161,623853.3747
325, ,Soteskär,SCI, ,,,,2009-12-01 0:00:00, , , ,Västra Götalands län,Sotenäs, , ,299.4,0,0,0, , , , ,6443.471086,0, ,6443.471086,MPAs_Sverige_Okt_2023,6443.471086,2994183.848
326, ,Stegsholm,SCI, ,,,,2005-01-01 0:00:00, , , ,Stockholms län,Haninge, , ,108.9,0,0,0, , , , ,6269.775959,0, ,6269.775959,MPAs_Sverige_Okt_2023,6269.775959,1088736.273
327, ,Stendörren,SCI, ,,,,2005-01-01 0:00:00, , , ,Södermanlands län,Nyköping, , ,901.8,0,0,0, , , , ,21098.67519,0, ,21098.67519,MPAs_Sverige_Okt_2023,21098.67519,9018435.03
328, ,Steninge-Stensjöstrand,SCI, ,,,,2004-12-01 0:00:00, , , ,Hallands län,"Halmstad, Falkenberg", , ,198.7,0,0,0, , , , ,10829.74013,0, ,10829.74013,MPAs_Sverige_Okt_2023,10829.74013,1987354.108
329, ,Stenshuvud,SCI, ,,,,2004-12-01 0:00:00, , , ,Skåne län,Simrishamn, , ,398.1,0,0,0, , , , ,12517.51706,0, ,12517.51706,MPAs_Sverige_Okt_2023,12517.51706,3980943.821
330, ,Stenungsundskusten,SCI, ,,,,2004-12-01 0:00:00, , , ,Västra Götalands län,Stenungsund, , ,2144.8,0,0,0, , , , ,33586.43016,0, ,33586.43016,MPAs_Sverige_Okt_2023,33586.43016,21447684.31
331, ,Stenöorn,SCI, ,,,,2005-01-01 0:00:00, , , ,Gävleborgs län,Söderhamn, , ,56.4,0,0,0, , , , ,2917.258861,0, ,2917.258861,MPAs_Sverige_Okt_2023,2917.258861,564459.0671
332, ,Stigfjorden,SCI, ,,,,2004-12-01 0:00:00, , , ,Västra Götalands län,"Tjörn, Orust", , ,4837.3,0,0,0, , , , ,163352.0254,0, ,163352.0254,MPAs_Sverige_Okt_2023,163352.0254,48372581.61
333, ,Stjärnö-Fågelvik,SCI, ,,,,2005-01-01 0:00:00, , , ,Östergötlands län,Valdemarsvik, , ,36.1,0,0,0, , , , ,3185.89427,0, ,3185.89427,MPAs_Sverige_Okt_2023,3185.89427,361235.3772
334, ,Stor-Räbben,SCI, ,,,,2005-01-01 0:00:00, , , ,Norrbottens län,Piteå, , ,4183.4,0,0,0, , , , ,28687.14942,0, ,28687.14942,MPAs_Sverige_Okt_2023,28687.14942,41833625.18
335, ,Stora Grindö,SCI, ,,,,2005-01-01 0:00:00, , , ,Kalmar län,Västervik, , ,779.6,0,0,0, , , , ,12070.13599,0, ,12070.13599,MPAs_Sverige_Okt_2023,12070.13599,7795524.48
336, ,Stora Hammar-Varö-Lillö,SCI, ,,,,2004-12-01 0:00:00, , , ,Blekinge län,Karlskrona, , ,486.4,0,0,0, , , , ,13498.07757,0, ,13498.07757,MPAs_Sverige_Okt_2023,13498.07757,4863974.53
337, ,Stora Hepokari,SCI, ,,,,2005-01-01 0:00:00, , , ,Norrbottens län,Haparanda, , ,185.2,0,0,0, , , , ,6074.949509,0, ,6074.949509,MPAs_Sverige_Okt_2023,6074.949509,1852449.003
338, ,Stora Karlsö,SCI, ,,,,2005-01-01 0:00:00, , , ,Gotlands län,Gotland, , ,1176.8,0,0,0, , , , ,12354.40508,0, ,12354.40508,MPAs_Sverige_Okt_2023,12354.40508,11767705.95
339, ,Stora Middelgrund och Röde bank,SCI, ,,,,2009-12-01 0:00:00, , , ,Hallands län,"Falkenberg, Halmstad, Båstad", , ,11410,0,0,0, , , , ,53994.29118,0, ,53994.29118,MPAs_Sverige_Okt_2023,53994.29118,114100256.3
340, ,Stora Nassa,SCI, ,,,,2005-01-01 0:00:00, , , ,Stockholms län,Värmdö, , ,2948.7,0,0,0, , , , ,23495.2762,0, ,23495.2762,MPAs_Sverige_Okt_2023,23495.2762,29487396.41
341, ,Stora Rimmö,SCI, ,,,,2005-01-01 0:00:00, , , ,Östergötlands län,Söderköping, , ,402.3,0,0,0, , , , ,10089.95984,0, ,10089.95984,MPAs_Sverige_Okt_2023,10089.95984,4023465.473
342, ,Stornäset,SCI, ,,,,2005-01-01 0:00:00, , , ,Västernorrlands län,Sundsvall, , ,107,0,0,0, , , , ,4945.359311,0, ,4945.359311,MPAs_Sverige_Okt_2023,4945.359311,1070421.851
343, ,Storö,SCI, ,,,,2005-01-01 0:00:00, , , ,Kalmar län,Oskarshamn, , ,452.2,0,0,0, , , , ,11242.94175,0, ,11242.94175,MPAs_Sverige_Okt_2023,11242.94175,4521722.48
344, ,Strandskogen,SCI, ,,,,2005-01-01 0:00:00, , , ,Kalmar län,Borgholm, , ,158.2,0,0,0, , , , ,7167.216727,0, ,7167.216727,MPAs_Sverige_Okt_2023,7167.216727,1581663.835
345, ,Strandstuviken,SCI, ,,,,2005-01-01 0:00:00, , , ,Södermanlands län,Nyköping, , ,989.6,0,0,0, , , , ,16581.76089,0, ,16581.76089,MPAs_Sverige_Okt_2023,16581.76089,9896074.967
346, ,Strandtorp,SCI, ,,,,2005-01-01 0:00:00, , , ,Kalmar län,Borgholm, , ,131.2,0,0,0, , , , ,8543.198973,0, ,8543.198973,MPAs_Sverige_Okt_2023,8543.198973,1312132.032
347, ,Strömbäck-Kont,SCI, ,,,,2005-01-01 0:00:00, , , ,Västerbottens län,Umeå, , ,476.9,0,0,0, , , , ,14433.15315,0, ,14433.15315,MPAs_Sverige_Okt_2023,14433.15315,4769280.429
348, ,Strömmarna,SCI, ,,,,2004-12-01 0:00:00, , , ,Västra Götalands län,"Orust, Uddevalla, Lysekil", , ,452.1,0,0,0, , , , ,48402.35255,0, ,48402.35255,MPAs_Sverige_Okt_2023,48402.35255,4521426.705
349, ,Städsholmen,SCI, ,,,,2005-01-01 0:00:00, , , ,Kalmar län,Västervik, , ,1261,0,0,0, , , , ,18801.20226,0, ,18801.20226,MPAs_Sverige_Okt_2023,18801.20226,12610038.38
350, ,Stärnö,SCI, ,,,,2004-12-01 0:00:00, , , ,Blekinge län,Karlshamn, , ,213.1,0,0,0, , , , ,9463.732398,0, ,9463.732398,MPAs_Sverige_Okt_2023,9463.732398,2131400.386
351, ,Störlinge sjömarker,SCI, ,,,,2005-01-01 0:00:00, , , ,Kalmar län,Borgholm, , ,218.6,0,0,0, , , , ,9220.667517,0, ,9220.667517,MPAs_Sverige_Okt_2023,9220.667517,2186142.03
352, ,Sundsby,SCI, ,,,,2004-12-01 0:00:00, , , ,Västra Götalands län,Tjörn, , ,362.9,0,0,0, , , , ,11540.01486,0, ,11540.01486,MPAs_Sverige_Okt_2023,11540.01486,3629005.353
353, ,Svenska Björn,SCI, ,,,,2005-01-01 0:00:00, , , ,Stockholms län,Norrtälje, , ,3980.2,0,0,0, , , , ,25464.27338,0, ,25464.27338,MPAs_Sverige_Okt_2023,25464.27338,39802041.69
354, ,Svenska Högarna,SCI, ,,,,2005-01-01 0:00:00, , , ,Stockholms län,Norrtälje, , ,2667.1,0,0,0, , , , ,20911.75463,0, ,20911.75463,MPAs_Sverige_Okt_2023,20911.75463,26670496.36
355, ,Svensksundsviken,SCI, ,,,,2005-01-01 0:00:00, , , ,Östergötlands län,Norrköping, , ,1977.2,0,0,0, , , , ,26201.37173,0, ,26201.37173,MPAs_Sverige_Okt_2023,26201.37173,19771556.15
356, ,Svensmarö,SCI, ,,,,2005-01-01 0:00:00, , , ,Östergötlands län,Söderköping, , ,308.4,0,0,0, , , , ,7306.134939,0, ,7306.134939,MPAs_Sverige_Okt_2023,7306.134939,3083503.775
357, ,Sydostbrotten,SCI, ,,,,2013-11-01 0:00:00, , , ,Västerbottens län,"Umeå, Nordmaling", , ,4337.4,0,0,0, , , , ,34266.38412,0, ,34266.38412,MPAs_Sverige_Okt_2023,34266.38412,43373722.59
358, ,Sydvästskånes utsjövatten,SCI, ,,,,2017-12-01 0:00:00, , , ,Skåne län,"Vellinge, Trelleborg", , ,115127.6,0,0,0, , , , ,172270.7371,0, ,172270.7371,MPAs_Sverige_Okt_2023,172270.7371,1151275945
359, ,Sydöstra Ölands sjömarker,SCI, ,,,,2004-12-01 0:00:00, , , ,Kalmar län,Mörbylånga, , ,8866.9,0,0,0, , , , ,114414.041,0, ,114414.041,MPAs_Sverige_Okt_2023,114414.041,88668502.06
360, ,Sälöfjorden,SCI, ,,,,2004-12-01 0:00:00, , , ,Västra Götalands län,"Kungälv, Öckerö", , ,2869,0,0,0, , , , ,62103.41568,0, ,62103.41568,MPAs_Sverige_Okt_2023,62103.41568,28690443.47
361, ,Söderfladen,SCI, ,,,,2005-01-01 0:00:00, , , ,Stockholms län,Norrtälje, , ,45.7,0,0,0, , , , ,3231.048569,0, ,3231.048569,MPAs_Sverige_Okt_2023,3231.048569,457484.7537
362, ,Södra Grötlingboudd,SCI, ,,,,2005-01-01 0:00:00, , , ,Gotlands län,Gotland, , ,115.6,0,0,0, , , , ,18969.79433,0, ,18969.79433,MPAs_Sverige_Okt_2023,18969.79433,1155671.227
363, ,Södra Lunda,SCI, ,,,,2005-01-01 0:00:00, , , ,Östergötlands län,Norrköping, , ,219.5,0,0,0, , , , ,6776.341379,0, ,6776.341379,MPAs_Sverige_Okt_2023,6776.341379,2195407.78
364, ,Södra Malmö,SCI, ,,,,2005-01-01 0:00:00, , , ,Kalmar län,Västervik, , ,1804.6,0,0,0, , , , ,29657.792,0, ,29657.792,MPAs_Sverige_Okt_2023,29657.792,18046170.71
365, ,Södviken,SCI, ,,,,2005-01-01 0:00:00, , , ,Kalmar län,Borgholm, , ,2019,0,0,0, , , , ,29653.86544,0, ,29653.86544,MPAs_Sverige_Okt_2023,29653.86544,20189560.49
366, ,Sörsundet,SCI, ,,,,2005-01-01 0:00:00, , , ,Gävleborgs län,Gävle, , ,93.9,0,0,0, , , , ,13613.2131,0, ,13613.2131,MPAs_Sverige_Okt_2023,13613.2131,939007.369
367, ,Tanumskusten,SCI, ,,,,2005-01-01 0:00:00, , , ,Västra Götalands län,"Tanum, Strömstad", , ,8274.1,0,0,0, , , , ,182561.233,0, ,182561.233,MPAs_Sverige_Okt_2023,182561.233,82740736.85
368, ,Testeboåns delta,SCI, ,,,,2005-01-01 0:00:00, , , ,Gävleborgs län,Gävle, , ,122.7,0,0,0, , , , ,6101.86867,0, ,6101.86867,MPAs_Sverige_Okt_2023,6101.86867,1226776.749
369, ,Tjusby sjömarker,SCI, ,,,,2005-01-01 0:00:00, , , ,Kalmar län,Borgholm, , ,60.6,0,0,0, , , , ,3627.979718,0, ,3627.979718,MPAs_Sverige_Okt_2023,3627.979718,605646.6999
370, ,Tjärö,SCI, ,,,,2004-12-01 0:00:00, , , ,Blekinge län,Karlshamn, , ,300.6,0,0,0, , , , ,9803.067558,0, ,9803.067558,MPAs_Sverige_Okt_2023,9803.067558,3006220.888
371, ,Torhamns udde,SCI, ,,,,2004-12-01 0:00:00, , , ,Blekinge län,Karlskrona, , ,511,0,0,0, , , , ,12733.90047,0, ,12733.90047,MPAs_Sverige_Okt_2023,12733.90047,5109581.957
372, ,Torne-Furö,SCI, ,,,,2005-01-01 0:00:00, , , ,Norrbottens län,Haparanda, , ,218.9,0,0,0, , , , ,6056.162519,0, ,6056.162519,MPAs_Sverige_Okt_2023,6056.162519,2189007.573
373, ,Tostebergakusten,SCI, ,,,,2004-12-01 0:00:00, , , ,Skåne län,"Bromölla, Kristianstad", , ,1585.7,0,0,0, , , , ,31917.26997,0, ,31917.26997,MPAs_Sverige_Okt_2023,31917.26997,15857395.18
374, ,Trollskogen,SCI, ,,,,2005-01-01 0:00:00, , , ,Kalmar län,Borgholm, , ,265.8,0,0,0, , , , ,7645.190441,0, ,7645.190441,MPAs_Sverige_Okt_2023,7645.190441,2657736.027
375, ,Tromtö-Almö,SCI, ,,,,2004-12-01 0:00:00, , , ,Blekinge län,Ronneby, , ,3316.5,0,0,0, , , , ,54487.92323,0, ,54487.92323,MPAs_Sverige_Okt_2023,54487.92323,33165324.63
376, ,Trossö-Kalvö-Lindö,SCI, ,,,,2005-01-01 0:00:00, , , ,Västra Götalands län,Tanum, , ,891,0,0,0, , , , ,17047.38936,0, ,17047.38936,MPAs_Sverige_Okt_2023,17047.38936,8910098.468
377, ,Trutskär,SCI, ,,,,2005-01-01 0:00:00, , , ,Norrbottens län,Kalix, , ,67.6,0,0,0, , , , ,3899.345419,0, ,3899.345419,MPAs_Sverige_Okt_2023,3899.345419,676440.3503
378, ,Trysunda,SCI, ,,,,2005-01-01 0:00:00, , , ,Västernorrlands län,Örnsköldsvik, , ,1051.8,0,0,0, , , , ,24662.54537,0, ,24662.54537,MPAs_Sverige_Okt_2023,24662.54537,10517688.82
379, ,Trässö,SCI, ,,,,2005-01-01 0:00:00, , , ,Kalmar län,Västervik, , ,69.2,0,0,0, , , , ,4626.133608,0, ,4626.133608,MPAs_Sverige_Okt_2023,4626.133608,692337.8684
380, ,Tullgarn södra,SCI, ,,,,2005-01-01 0:00:00, , , ,Södermanlands län,Trosa, , ,2014.2,0,0,0, , , , ,33194.52851,0, ,33194.52851,MPAs_Sverige_Okt_2023,33194.52851,20141892.22
381, ,"Tullgarn, ost",SCI, ,,,,2005-01-01 0:00:00, , , ,Stockholms län,Södertälje, , ,1635.9,0,0,0, , , , ,25963.72432,0, ,25963.72432,MPAs_Sverige_Okt_2023,25963.72432,16359057.75
382, ,Tullviksbäcken,SCI, ,,,,2005-01-01 0:00:00, , , ,Stockholms län,Norrtälje, , ,197.1,0,0,0, , , , ,13202.12939,0, ,13202.12939,MPAs_Sverige_Okt_2023,13202.12939,1971379.124
383, ,Tygelsjö-Gessie,SCI, ,,,,2004-12-01 0:00:00, , , ,Skåne län,"Malmö, Vellinge", , ,1159.4,0,0,0, , , , ,15477.62911,0, ,15477.62911,MPAs_Sverige_Okt_2023,15477.62911,11593923.17
384, ,Tärnö-Harö-Brorsö,SCI, ,,,,2004-12-01 0:00:00, , , ,Blekinge län,Karlshamn, , ,492,0,0,0, , , , ,18091.49819,0, ,18091.49819,MPAs_Sverige_Okt_2023,18091.49819,4919523.225
385, ,Tärnö-Yttre Ekö,SCI, ,,,,2004-12-01 0:00:00, , , ,Blekinge län,Karlshamn, , ,106,0,0,0, , , , ,8974.616068,0, ,8974.616068,MPAs_Sverige_Okt_2023,8974.616068,1059735.555
386, ,Uggleholmarna,SCI, ,,,,2005-01-01 0:00:00, , , ,Östergötlands län,Söderköping, , ,50.8,0,0,0, , , , ,2929.048311,0, ,2929.048311,MPAs_Sverige_Okt_2023,2929.048311,507847.5026
